,user_id,test_group,created_order_in_3_days,order_sum,geo_group,marketing_group
10236,1087825,test,0,,regions,organic
12276,1039366,control,1,2961.0,regions,target_direct
31276,1005421,control,0,,msk,target_direct
38628,1016857,control,0,,spb,target_direct
9487,1017148,control,0,,spb,target_direct
28561,1084912,test,1,6208.0,regions,organic
36085,1086874,test,0,,regions,organic
3890,1062589,test,1,2200.0,msk,organic
11100,1088506,test,0,,regions,organic
9536,1085305,test,0,,regions,organic
15920,1062073,test,0,,msk,organic
27089,1108156,test,1,250.0,regions,target_direct
3805,1017535,control,1,50.0,spb,target_direct
25409,1087414,test,1,5221.0,regions,organic
27156,1058632,control,0,,regions,social_media
32784,1055077,control,0,,regions,context_brand
24197,1078564,test,1,5384.543994413408,spb,target_direct
8405,1059808,control,1,9588.0,regions,social_media
10506,1062433,test,0,,msk,organic
33094,1021783,control,0,,spb,context_brand
31978,1059973,control,0,,regions,social_media
25060,1087621,test,1,6220.0,regions,organic
2983,1013221,control,0,,msk,social_media
39732,1095562,test,1,3303.0,regions,target_direct
34086,1034968,control,0,,regions,organic
612,1023433,control,0,,spb,social_media
5318,1105711,test,0,,regions,target_direct
25696,1012120,control,0,,msk,social_media
38964,1016335,control,1,12518.0,spb,organic
35955,1109731,test,0,,regions,target_direct
35405,1106221,test,0,,regions,target_direct
4374,1075426,test,0,,spb,organic
28122,1111837,test,1,250.0,regions,target_direct
38813,1061842,test,0,,msk,organic
12123,1025062,control,0,,regions,organic
6667,1099876,test,1,4432.0,regions,target_direct
19118,1009570,control,0,,msk,target_direct
37294,1094167,test,0,,regions,organic
19157,1006063,control,0,,msk,target_direct
34014,1027111,control,1,2000.0,regions,organic
14385,1095058,test,1,3702.0,regions,target_direct
8532,1072372,test,0,,msk,social_media
35307,1098301,test,0,,regions,target_direct
19462,1015138,control,0,,spb,organic
27606,1095739,test,0,,regions,target_direct
30600,1099105,test,0,,regions,target_direct
19816,1042555,control,0,,regions,target_direct
31479,1054573,control,1,1600.0,regions,context_brand
36479,1061308,test,0,,msk,organic
22706,1118716,test,1,400.0,regions,social_media
39734,1026589,control,0,,regions,organic
6519,1091704,test,1,2200.0,regions,organic
33034,1094809,test,0,,regions,organic
30906,1059172,control,0,,regions,social_media
23315,1057357,control,1,200.0,regions,social_media
38334,1098346,test,1,250.0,regions,target_direct
9102,1053160,control,0,,regions,context_brand
28475,1100338,test,0,,regions,target_direct
38936,1067935,test,1,5279.0,msk,target_direct
6,1109857,test,1,2448.0,regions,target_direct
28973,1019434,control,0,,spb,target_direct
4114,1033837,control,1,5869.0,regions,organic
25044,1099840,test,1,17690.0,regions,target_direct
34501,1044016,control,0,,regions,target_direct
38993,1107436,test,0,,regions,target_direct
13954,1119808,test,1,9520.0,regions,social_media
8168,1018726,control,1,5013.0,spb,target_direct
21068,1084276,test,0,,regions,organic
28644,1072951,test,0,,msk,social_media
29033,1038592,control,0,,regions,target_direct
949,1031698,control,0,,regions,organic
4848,1064425,test,1,2200.0,msk,organic
30774,1003918,control,0,,msk,organic
23794,1049005,control,0,,regions,target_direct
36433,1115149,test,0,,regions,context_brand
23877,1013461,control,0,,spb,organic
26432,1117183,test,1,3433.0,regions,social_media
30500,1117648,test,0,,regions,social_media
27958,1060714,test,1,17575.0,msk,organic
37612,1009741,control,1,5652.0,msk,target_direct
30673,1021036,control,1,5414.0,spb,target_direct
28062,1035337,control,0,,regions,target_direct
12135,1117240,test,0,,regions,social_media
15525,1026514,control,0,,regions,organic
39302,1011046,control,0,,msk,context_brand
23097,1117075,test,1,5384.543994413408,regions,social_media
5365,1088455,test,1,4583.0,regions,organic
23767,1068898,test,1,6129.0,msk,target_direct
23532,1120270,test,0,,regions,social_media
5927,1038844,control,0,,regions,target_direct
17438,1019317,control,0,,spb,target_direct
32461,1100302,test,0,,regions,target_direct
2379,1007170,control,1,16103.0,msk,target_direct
31515,1000054,control,0,,msk,organic
213,1052902,control,0,,regions,context_brand
18588,1038616,control,0,,regions,target_direct
38636,1034305,control,0,,regions,organic
19682,1065574,test,0,,msk,target_direct
38335,1054729,control,0,,regions,context_brand
36926,1099237,test,0,,regions,target_direct
24323,1001038,control,0,,msk,organic
26108,1036354,control,0,,regions,target_direct
32328,1093522,test,1,2200.0,regions,organic
39849,1011895,control,0,,msk,social_media
28132,1038685,control,0,,regions,target_direct
38685,1111630,test,0,,regions,target_direct
1355,1093966,test,1,4696.0,regions,organic
29836,1006882,control,0,,msk,target_direct
39038,1065514,test,0,,msk,target_direct
31294,1005622,control,1,17171.0,msk,target_direct
38779,1016830,control,1,50.0,spb,target_direct
29619,1078147,test,1,250.0,spb,target_direct
22633,1017883,control,0,,spb,target_direct
24303,1010851,control,1,6792.0,msk,context_brand
4737,1037041,control,1,2060.0,regions,target_direct
23744,1096000,test,0,,regions,target_direct
34706,1066255,test,1,17605.0,msk,target_direct
4241,1041550,control,0,,regions,target_direct
22627,1111345,test,0,,regions,target_direct
10800,1021147,control,0,,spb,target_direct
34344,1107829,test,0,,regions,target_direct
24105,1013992,control,0,,spb,organic
21093,1075537,test,1,7419.0,spb,organic
28314,1029571,control,1,10818.0,regions,organic
29873,1046989,control,1,3321.0,regions,target_direct
4371,1021645,control,0,,spb,context_brand
8077,1041850,control,0,,regions,target_direct
1068,1014112,control,1,2000.0,spb,organic
10176,1106839,test,0,,regions,target_direct
29835,1001515,control,1,7036.0,msk,organic
37611,1059238,control,1,200.0,regions,social_media
10901,1083166,test,0,,spb,social_media
14648,1015093,control,1,7296.0,spb,organic
38671,1020937,control,1,18122.0,spb,target_direct
17822,1093918,test,0,,regions,organic
33270,1025170,control,0,,regions,organic
37522,1012225,control,1,200.0,msk,social_media
2236,1075648,test,0,,spb,organic
24310,1108678,test,1,5384.543994413408,regions,target_direct
38206,1094365,test,0,,regions,organic
31830,1065355,test,0,,msk,target_direct
3394,1090783,test,0,,regions,organic
39082,1004734,control,0,,msk,target_direct
22399,1006780,control,1,5700.0,msk,target_direct
28423,1033321,control,0,,regions,organic
34445,1085209,test,0,,regions,organic
9295,1106863,test,0,,regions,target_direct
15571,1114783,test,1,6998.0,regions,context_brand
28777,1001959,control,1,23708.0,msk,organic
33564,1113958,test,0,,regions,context_brand
31199,1080970,test,0,,spb,target_direct
3002,1080916,test,1,9492.0,spb,target_direct
25616,1108378,test,0,,regions,target_direct
2725,1018450,control,1,5200.0,spb,target_direct
25812,1020298,control,0,,spb,target_direct
2426,1044250,control,0,,regions,target_direct
9406,1050817,control,0,,regions,target_direct
39465,1116235,test,0,,regions,social_media
28631,1037299,control,0,,regions,target_direct
124,1120573,test,1,4327.0,regions,social_media
10552,1087417,test,0,,regions,organic
5822,1109539,test,0,,regions,target_direct
32278,1046920,control,0,,regions,target_direct
27055,1022680,control,0,,spb,social_media
6117,1043377,control,0,,regions,target_direct
12065,1083277,test,0,,spb,social_media
19060,1064065,test,0,,msk,organic
10645,1059655,control,1,3664.0,regions,social_media
34425,1043551,control,0,,regions,target_direct
1736,1117306,test,1,6622.0,regions,social_media
11579,1033774,control,1,2000.0,regions,organic
7913,1097335,test,0,,regions,target_direct
19550,1018603,control,0,,spb,target_direct
24960,1072420,test,1,5384.543994413408,msk,social_media
26383,1092562,test,1,5454.0,regions,organic
19906,1104076,test,0,,regions,target_direct
31273,1108714,test,0,,regions,target_direct
28386,1038571,control,0,,regions,target_direct
5667,1102480,test,1,10178.0,regions,target_direct
22697,1081594,test,0,,spb,context_brand
5561,1049827,control,0,,regions,target_direct
36638,1027198,control,1,5520.0,regions,organic
13098,1031131,control,0,,regions,organic
6425,1012510,control,1,200.0,msk,social_media
9171,1119859,test,0,,regions,social_media
27520,1092004,test,0,,regions,organic
976,1099369,test,0,,regions,target_direct
4862,1105018,test,0,,regions,target_direct
992,1031239,control,1,2000.0,regions,organic
37168,1002043,control,0,,msk,organic
14662,1047010,control,0,,regions,target_direct
10293,1053697,control,0,,regions,context_brand
23218,1001938,control,0,,msk,organic
28422,1025206,control,0,,regions,organic
10126,1061959,test,1,12282.0,msk,organic
23779,1104679,test,1,4505.0,regions,target_direct
32072,1117204,test,1,7234.0,regions,social_media
2915,1099000,test,0,,regions,target_direct
21800,1036792,control,0,,regions,target_direct
5705,1069681,test,1,250.0,msk,target_direct
3148,1057057,control,0,,regions,social_media
8467,1039474,control,1,50.0,regions,target_direct
39879,1097317,test,1,250.0,regions,target_direct
25796,1065271,test,0,,msk,target_direct
39053,1001965,control,1,2000.0,msk,organic
19731,1057228,control,0,,regions,social_media
27471,1105696,test,0,,regions,target_direct
30189,1083601,test,1,10516.0,spb,social_media
22594,1098544,test,0,,regions,target_direct
1313,1020184,control,0,,spb,target_direct
39723,1092847,test,0,,regions,organic
19882,1078252,test,0,,spb,target_direct
10759,1048387,control,0,,regions,target_direct
22008,1085773,test,1,6038.0,regions,organic
37688,1069573,test,0,,msk,target_direct
14203,1051504,control,0,,regions,target_direct
17276,1002589,control,0,,msk,organic
259,1006996,control,0,,msk,target_direct
28363,1107451,test,0,,regions,target_direct
21287,1060426,control,1,200.0,regions,social_media
34619,1054978,control,0,,regions,context_brand
37366,1100923,test,1,2972.0,regions,target_direct
17364,1118581,test,0,,regions,social_media
18242,1072966,test,0,,msk,social_media
35500,1068394,test,0,,msk,target_direct
39404,1028929,control,0,,regions,organic
26151,1087738,test,0,,regions,organic
15626,1035622,control,0,,regions,target_direct
35799,1090099,test,0,,regions,organic
30977,1108966,test,0,,regions,target_direct
35113,1047952,control,1,50.0,regions,target_direct
33223,1055314,control,0,,regions,context_brand
28513,1007401,control,0,,msk,target_direct
15477,1077076,test,0,,spb,target_direct
23846,1054762,control,0,,regions,context_brand
1059,1049335,control,0,,regions,target_direct
28089,1027090,control,1,2000.0,regions,organic
683,1115017,test,0,,regions,context_brand
5668,1078270,test,0,,spb,target_direct
27978,1024471,control,0,,regions,organic
34703,1072414,test,0,,msk,social_media
26381,1099042,test,0,,regions,target_direct
5880,1009099,control,0,,msk,target_direct
16284,1005304,control,1,22822.0,msk,target_direct
30463,1094935,test,0,,regions,target_direct
14549,1060168,control,0,,regions,social_media
35322,1051666,control,0,,regions,target_direct
14681,1067476,test,0,,msk,target_direct
30852,1038001,control,1,50.0,regions,target_direct
16371,1031656,control,0,,regions,organic
33063,1095511,test,0,,regions,target_direct
34287,1098028,test,0,,regions,target_direct
20604,1022140,control,0,,spb,context_brand
29287,1115272,test,0,,regions,context_brand
34743,1007026,control,0,,msk,target_direct
7783,1082587,test,0,,spb,social_media
7932,1078156,test,0,,spb,target_direct
35118,1002835,control,1,12256.0,msk,organic
1898,1026739,control,0,,regions,organic
27532,1052875,control,0,,regions,context_brand
33909,1074517,test,0,,spb,organic
16843,1043677,control,0,,regions,target_direct
32700,1008538,control,0,,msk,target_direct
35703,1013956,control,1,12800.0,spb,organic
4232,1070971,test,0,,msk,context_brand
28666,1018660,control,0,,spb,target_direct
14637,1060423,control,0,,regions,social_media
33455,1056034,control,0,,regions,context_brand
26857,1044421,control,0,,regions,target_direct
7630,1111135,test,0,,regions,target_direct
23151,1061440,test,0,,msk,organic
9445,1067095,test,0,,msk,target_direct
24513,1033789,control,1,5660.0,regions,organic
22600,1059013,control,0,,regions,social_media
17124,1010650,control,1,7317.0,msk,context_brand
4032,1054549,control,0,,regions,context_brand
36673,1105972,test,0,,regions,target_direct
4416,1027399,control,0,,regions,organic
27782,1004305,control,0,,msk,target_direct
23424,1040170,control,0,,regions,target_direct
34690,1119562,test,0,,regions,social_media
8341,1043950,control,0,,regions,target_direct
27890,1031731,control,0,,regions,organic
7404,1058509,control,0,,regions,social_media
31787,1073257,test,1,15943.0,msk,social_media
18376,1063984,test,0,,msk,organic
12768,1071895,test,0,,msk,context_brand
15719,1101496,test,0,,regions,target_direct
12,1108363,test,0,,regions,target_direct
8995,1000399,control,1,12500.0,msk,organic
27302,1086340,test,1,2200.0,regions,organic
9704,1115038,test,0,,regions,context_brand
19121,1096732,test,0,,regions,target_direct
7511,1056175,control,0,,regions,context_brand
29463,1117531,test,0,,regions,social_media
19136,1051813,control,0,,regions,target_direct
30878,1090369,test,1,2200.0,regions,organic
6518,1073386,test,0,,msk,social_media
35206,1059706,control,0,,regions,social_media
26782,1062487,test,0,,msk,organic
11098,1073140,test,1,5938.0,msk,social_media
10319,1100296,test,1,8016.0,regions,target_direct
28760,1101991,test,0,,regions,target_direct
31103,1108339,test,0,,regions,target_direct
21536,1068922,test,0,,msk,target_direct
23143,1094206,test,0,,regions,organic
3499,1019647,control,0,,spb,target_direct
37614,1088359,test,0,,regions,organic
28852,1080166,test,0,,spb,target_direct
18337,1015090,control,1,11802.0,spb,organic
25386,1047121,control,1,4346.0,regions,target_direct
1942,1033060,control,0,,regions,organic
22078,1053874,control,0,,regions,context_brand
34685,1019185,control,1,50.0,spb,target_direct
11890,1119658,test,0,,regions,social_media
30592,1112977,test,0,,regions,context_brand
15113,1116409,test,1,3065.0,regions,social_media
13916,1094464,test,0,,regions,organic
186,1065916,test,0,,msk,target_direct
17851,1088296,test,0,,regions,organic
21952,1117828,test,0,,regions,social_media
1708,1011610,control,0,,msk,context_brand
22611,1091359,test,0,,regions,organic
14747,1004071,control,0,,msk,organic
1081,1076305,test,0,,spb,organic
10100,1097236,test,0,,regions,target_direct
13031,1008037,control,0,,msk,target_direct
22337,1044025,control,0,,regions,target_direct
3711,1027468,control,0,,regions,organic
26316,1032829,control,1,2000.0,regions,organic
21829,1004035,control,0,,msk,organic
8594,1046677,control,0,,regions,target_direct
19557,1007086,control,0,,msk,target_direct
11163,1079293,test,0,,spb,target_direct
13705,1120255,test,0,,regions,social_media
9477,1092211,test,1,6148.0,regions,organic
22475,1086103,test,0,,regions,organic
28865,1014169,control,1,2000.0,spb,organic
38106,1035445,control,1,4408.0,regions,target_direct
1058,1093186,test,1,4293.0,regions,organic
35705,1023076,control,1,200.0,spb,social_media
23937,1073668,test,1,11878.0,spb,organic
6788,1062514,test,0,,msk,organic
3353,1058647,control,0,,regions,social_media
17192,1026853,control,0,,regions,organic
31227,1051966,control,0,,regions,target_direct
28713,1001146,control,1,12768.0,msk,organic
34044,1096852,test,0,,regions,target_direct
19301,1107358,test,0,,regions,target_direct
29778,1008628,control,0,,msk,target_direct
38862,1054060,control,0,,regions,context_brand
32158,1045480,control,0,,regions,target_direct
21271,1020880,control,1,4637.0,spb,target_direct
4619,1102987,test,1,9238.0,regions,target_direct
21836,1087243,test,1,2200.0,regions,organic
28154,1081870,test,1,6384.0,spb,context_brand
15554,1012852,control,0,,msk,social_media
12806,1025038,control,1,6864.0,regions,organic
30100,1045867,control,0,,regions,target_direct
22903,1021885,control,1,1600.0,spb,context_brand
31233,1099456,test,0,,regions,target_direct
27892,1118158,test,0,,regions,social_media
36089,1110721,test,0,,regions,target_direct
39198,1043251,control,0,,regions,target_direct
33433,1107328,test,1,250.0,regions,target_direct
39720,1095919,test,0,,regions,target_direct
6318,1029430,control,0,,regions,organic
5793,1014760,control,0,,spb,organic
6621,1045477,control,0,,regions,target_direct
31378,1050673,control,0,,regions,target_direct
12609,1107538,test,0,,regions,target_direct
9451,1027075,control,0,,regions,organic
21508,1067578,test,0,,msk,target_direct
35482,1048171,control,0,,regions,target_direct
3733,1091992,test,1,5892.0,regions,organic
4299,1028716,control,0,,regions,organic
12996,1043266,control,0,,regions,target_direct
8055,1055902,control,1,19468.0,regions,context_brand
37724,1072165,test,0,,msk,social_media
9424,1080706,test,1,250.0,spb,target_direct
25424,1097983,test,1,5384.543994413408,regions,target_direct
21380,1023733,control,0,,regions,organic
30662,1028575,control,1,8604.0,regions,organic
4309,1109590,test,0,,regions,target_direct
12249,1074511,test,1,7101.0,spb,organic
19961,1115560,test,0,,regions,context_brand
15997,1102201,test,0,,regions,target_direct
5657,1090735,test,0,,regions,organic
36956,1079287,test,1,10628.0,spb,target_direct
22067,1047751,control,0,,regions,target_direct
7916,1073713,test,1,7152.0,spb,organic
9178,1066108,test,1,250.0,msk,target_direct
16468,1038607,control,0,,regions,target_direct
35809,1078375,test,0,,spb,target_direct
23183,1081630,test,0,,spb,context_brand
24184,1036249,control,0,,regions,target_direct
38518,1046710,control,0,,regions,target_direct
11965,1004245,control,1,50.0,msk,target_direct
21842,1085743,test,1,11005.0,regions,organic
30700,1036390,control,0,,regions,target_direct
21513,1112506,test,0,,regions,context_brand
35538,1037857,control,0,,regions,target_direct
15040,1060717,test,0,,msk,organic
30466,1009006,control,0,,msk,target_direct
21679,1013728,control,0,,spb,organic
3479,1029865,control,0,,regions,organic
38245,1007284,control,0,,msk,target_direct
8024,1074679,test,0,,spb,organic
14508,1029388,control,0,,regions,organic
25074,1082530,test,1,5384.543994413408,spb,social_media
293,1001692,control,0,,msk,organic
36012,1035607,control,0,,regions,target_direct
10923,1069360,test,1,11586.0,msk,target_direct
29281,1076260,test,0,,spb,organic
31880,1116505,test,0,,regions,social_media
38915,1062979,test,1,13034.0,msk,organic
11172,1035538,control,0,,regions,target_direct
31449,1062214,test,0,,msk,organic
32999,1059274,control,0,,regions,social_media
3781,1110421,test,0,,regions,target_direct
30460,1040917,control,0,,regions,target_direct
33704,1036036,control,0,,regions,target_direct
24166,1061185,test,1,7762.0,msk,organic
8159,1071877,test,0,,msk,context_brand
19414,1089532,test,0,,regions,organic
38255,1100458,test,1,5250.0,regions,target_direct
4525,1019968,control,1,50.0,spb,target_direct
1877,1003798,control,1,7760.0,msk,organic
16628,1050448,control,0,,regions,target_direct
15646,1033072,control,0,,regions,organic
21635,1006537,control,1,10564.0,msk,target_direct
25360,1092400,test,1,5384.543994413408,regions,organic
14805,1033525,control,0,,regions,organic
31386,1119124,test,0,,regions,social_media
16120,1016914,control,0,,spb,target_direct
6581,1077895,test,0,,spb,target_direct
27373,1109191,test,0,,regions,target_direct
20402,1037977,control,1,50.0,regions,target_direct
33567,1066045,test,1,11676.0,msk,target_direct
32488,1036609,control,0,,regions,target_direct
31752,1117102,test,0,,regions,social_media
38836,1040164,control,1,2784.0,regions,target_direct
8436,1068931,test,0,,msk,target_direct
39144,1073581,test,0,,msk,social_media
11618,1010872,control,0,,msk,context_brand
3674,1076719,test,0,,spb,target_direct
8672,1047349,control,0,,regions,target_direct
14670,1097182,test,0,,regions,target_direct
35002,1060486,control,0,,regions,social_media
26875,1067311,test,0,,msk,target_direct
33694,1033813,control,0,,regions,organic
31432,1102660,test,0,,regions,target_direct
8653,1099651,test,1,2451.0,regions,target_direct
6914,1055983,control,0,,regions,context_brand
9985,1087075,test,0,,regions,organic
13160,1030327,control,0,,regions,organic
4906,1012459,control,1,5831.0,msk,social_media
6707,1047919,control,1,50.0,regions,target_direct
8253,1097311,test,0,,regions,target_direct
34787,1051360,control,0,,regions,target_direct
37061,1002340,control,0,,msk,organic
23939,1032880,control,0,,regions,organic
1150,1075717,test,1,2200.0,spb,organic
10849,1051912,control,0,,regions,target_direct
30904,1010131,control,0,,msk,target_direct
14754,1082395,test,0,,spb,context_brand
25474,1068391,test,1,5384.543994413408,msk,target_direct
15073,1033396,control,1,6346.0,regions,organic
25069,1003594,control,1,2000.0,msk,organic
13867,1010347,control,1,1600.0,msk,context_brand
9784,1116202,test,0,,regions,social_media
25334,1051258,control,0,,regions,target_direct
35584,1016734,control,1,50.0,spb,target_direct
31358,1112710,test,0,,regions,context_brand
2239,1047355,control,1,50.0,regions,target_direct
907,1071445,test,0,,msk,context_brand
11569,1076248,test,0,,spb,organic
39399,1000945,control,1,13084.0,msk,organic
5330,1086709,test,0,,regions,organic
4,1109743,test,1,10890.0,regions,target_direct
6654,1101649,test,1,250.0,regions,target_direct
6019,1029301,control,0,,regions,organic
34465,1037137,control,0,,regions,target_direct
19483,1028794,control,1,14462.0,regions,organic
15698,1103842,test,1,4006.0,regions,target_direct
22032,1029973,control,0,,regions,organic
13274,1018387,control,0,,spb,target_direct
39667,1088335,test,1,4546.0,regions,organic
803,1027672,control,0,,regions,organic
2744,1101292,test,0,,regions,target_direct
3261,1061137,test,0,,msk,organic
19002,1077619,test,0,,spb,target_direct
40094,1088293,test,0,,regions,organic
27413,1032685,control,0,,regions,organic
11256,1104559,test,0,,regions,target_direct
4624,1037467,control,0,,regions,target_direct
7972,1039597,control,0,,regions,target_direct
11460,1033390,control,0,,regions,organic
11295,1013665,control,0,,spb,organic
10206,1050430,control,0,,regions,target_direct
3519,1113064,test,1,1800.0,regions,context_brand
21140,1000324,control,1,13534.0,msk,organic
1860,1115434,test,0,,regions,context_brand
2929,1060831,test,0,,msk,organic
20650,1021507,control,1,7018.0,spb,context_brand
20221,1058971,control,0,,regions,social_media
36888,1062538,test,1,2200.0,msk,organic
9816,1074859,test,0,,spb,organic
35968,1118521,test,1,400.0,regions,social_media
29677,1082560,test,0,,spb,social_media
38113,1043206,control,1,50.0,regions,target_direct
39188,1050754,control,0,,regions,target_direct
6908,1000486,control,0,,msk,organic
13627,1018864,control,0,,spb,target_direct
6361,1110157,test,0,,regions,target_direct
853,1100659,test,1,250.0,regions,target_direct
39168,1019110,control,0,,spb,target_direct
16390,1039555,control,0,,regions,target_direct
2375,1108048,test,0,,regions,target_direct
20563,1103617,test,0,,regions,target_direct
35801,1058854,control,0,,regions,social_media
8176,1083073,test,1,15139.0,spb,social_media
26084,1043851,control,0,,regions,target_direct
39902,1066912,test,0,,msk,target_direct
39384,1067590,test,0,,msk,target_direct
11483,1007071,control,0,,msk,target_direct
20767,1100281,test,0,,regions,target_direct
4657,1037155,control,1,50.0,regions,target_direct
31001,1031206,control,1,2000.0,regions,organic
35794,1063642,test,1,2200.0,msk,organic
13117,1096915,test,1,3180.0,regions,target_direct
6942,1097077,test,0,,regions,target_direct
317,1041019,control,0,,regions,target_direct
16579,1115770,test,1,6167.0,regions,context_brand
36323,1104445,test,0,,regions,target_direct
26317,1047913,control,1,4548.0,regions,target_direct
28546,1071163,test,1,1800.0,msk,context_brand
29494,1027225,control,0,,regions,organic
20904,1026544,control,0,,regions,organic
30430,1115587,test,1,1800.0,regions,context_brand
13780,1094953,test,1,250.0,regions,target_direct
32463,1011490,control,1,1600.0,msk,context_brand
17732,1109650,test,0,,regions,target_direct
18843,1110523,test,0,,regions,target_direct
38151,1101874,test,1,250.0,regions,target_direct
19952,1068928,test,1,250.0,msk,target_direct
32234,1014433,control,0,,spb,organic
27701,1079320,test,1,4796.0,spb,target_direct
31781,1091644,test,0,,regions,organic
9559,1069894,test,0,,msk,target_direct
11250,1070140,test,1,11926.0,msk,target_direct
19584,1035964,control,1,50.0,regions,target_direct
610,1046476,control,0,,regions,target_direct
7240,1034908,control,1,2000.0,regions,organic
12718,1001107,control,1,2000.0,msk,organic
4783,1033873,control,0,,regions,organic
2006,1115776,test,0,,regions,context_brand
18016,1120303,test,0,,regions,social_media
2424,1027144,control,0,,regions,organic
39165,1022755,control,0,,spb,social_media
37002,1029616,control,0,,regions,organic
10934,1002139,control,1,7923.0,msk,organic
32824,1090927,test,1,2200.0,regions,organic
11685,1092601,test,0,,regions,organic
14172,1009189,control,1,6036.0,msk,target_direct
11393,1087519,test,1,2200.0,regions,organic
29313,1100260,test,0,,regions,target_direct
32854,1103038,test,0,,regions,target_direct
10280,1046257,control,0,,regions,target_direct
6098,1068454,test,0,,msk,target_direct
33905,1049233,control,1,50.0,regions,target_direct
2605,1007674,control,1,5363.0,msk,target_direct
10872,1117426,test,1,7932.0,regions,social_media
1518,1094758,test,0,,regions,organic
28214,1062280,test,1,7361.0,msk,organic
9072,1119874,test,0,,regions,social_media
23063,1036060,control,0,,regions,target_direct
14671,1100362,test,1,250.0,regions,target_direct
4049,1110979,test,1,4662.0,regions,target_direct
24422,1108753,test,1,3412.0,regions,target_direct
28576,1031524,control,0,,regions,organic
17297,1118293,test,0,,regions,social_media
30641,1031635,control,0,,regions,organic
9651,1024450,control,0,,regions,organic
3836,1079452,test,0,,spb,target_direct
31402,1045336,control,0,,regions,target_direct
29365,1117153,test,1,4269.0,regions,social_media
17852,1106713,test,0,,regions,target_direct
15316,1074772,test,0,,spb,organic
32115,1033624,control,0,,regions,organic
8236,1100908,test,0,,regions,target_direct
2457,1013557,control,0,,spb,organic
9818,1078957,test,1,4774.0,spb,target_direct
22741,1108057,test,1,2930.0,regions,target_direct
28700,1073341,test,0,,msk,social_media
11323,1011778,control,0,,msk,social_media
7300,1005748,control,0,,msk,target_direct
622,1022308,control,1,1600.0,spb,context_brand
13464,1105243,test,0,,regions,target_direct
20004,1070341,test,1,11058.0,msk,target_direct
1448,1017877,control,0,,spb,target_direct
8648,1056598,control,0,,regions,social_media
39174,1048381,control,0,,regions,target_direct
34082,1031701,control,1,5377.0,regions,organic
13225,1113793,test,1,5246.0,regions,context_brand
1008,1013413,control,0,,spb,organic
36222,1032781,control,0,,regions,organic
23007,1106968,test,1,5384.543994413408,regions,target_direct
7426,1059643,control,1,2448.0,regions,social_media
14204,1079356,test,1,250.0,spb,target_direct
22561,1106569,test,1,250.0,regions,target_direct
34912,1060972,test,0,,msk,organic
13286,1032688,control,1,8940.0,regions,organic
37772,1119856,test,1,3885.0,regions,social_media
16349,1085884,test,1,5647.0,regions,organic
8552,1048717,control,1,4262.0,regions,target_direct
27398,1060459,control,0,,regions,social_media
28129,1032973,control,0,,regions,organic
27251,1081816,test,1,1800.0,spb,context_brand
34732,1117903,test,0,,regions,social_media
22737,1085563,test,0,,regions,organic
33766,1065880,test,1,11854.0,msk,target_direct
38275,1111567,test,0,,regions,target_direct
11853,1012840,control,0,,msk,social_media
38030,1060132,control,0,,regions,social_media
24871,1068547,test,1,12054.0,msk,target_direct
26793,1042534,control,0,,regions,target_direct
6904,1041007,control,1,2376.0,regions,target_direct
100,1038172,control,0,,regions,target_direct
11116,1104583,test,0,,regions,target_direct
34206,1052251,control,0,,regions,context_brand
3289,1063090,test,0,,msk,organic
2521,1021531,control,1,11340.0,spb,context_brand
19619,1019233,control,1,50.0,spb,target_direct
30625,1094482,test,0,,regions,organic
29405,1070503,test,0,,msk,target_direct
26011,1118737,test,0,,regions,social_media
11895,1011721,control,0,,msk,context_brand
9322,1034530,control,0,,regions,organic
34342,1014298,control,0,,spb,organic
25289,1053949,control,1,9398.0,regions,context_brand
38027,1037146,control,1,10986.0,regions,target_direct
34724,1095790,test,1,250.0,regions,target_direct
17343,1084147,test,1,8630.0,regions,organic
16069,1096090,test,1,250.0,regions,target_direct
24196,1054894,control,0,,regions,context_brand
1715,1103575,test,1,250.0,regions,target_direct
29203,1037548,control,0,,regions,target_direct
34173,1098463,test,0,,regions,target_direct
30047,1080631,test,0,,spb,target_direct
35134,1016188,control,1,6689.0,spb,organic
12917,1033351,control,0,,regions,organic
37041,1073860,test,1,2200.0,spb,organic
31158,1061434,test,0,,msk,organic
21291,1018309,control,0,,spb,target_direct
3555,1100782,test,0,,regions,target_direct
30930,1052653,control,0,,regions,context_brand
36339,1056283,control,0,,regions,social_media
25811,1092334,test,0,,regions,organic
36960,1077898,test,1,5567.0,spb,target_direct
2147,1065007,test,0,,msk,target_direct
8223,1019020,control,1,10122.0,spb,target_direct
38272,1017640,control,1,50.0,spb,target_direct
11118,1003747,control,0,,msk,organic
14627,1036282,control,1,3820.0,regions,target_direct
22828,1069930,test,0,,msk,target_direct
9475,1099741,test,0,,regions,target_direct
16837,1010293,control,1,12506.0,msk,context_brand
13704,1076281,test,1,7401.0,spb,organic
28023,1063660,test,0,,msk,organic
29434,1025353,control,1,5228.0,regions,organic
36868,1030453,control,1,9304.0,regions,organic
25999,1056154,control,0,,regions,context_brand
17685,1081051,test,1,250.0,spb,target_direct
5390,1086580,test,0,,regions,organic
4766,1002985,control,1,7483.0,msk,organic
19399,1068094,test,1,5370.0,msk,target_direct
3840,1111570,test,1,4461.0,regions,target_direct
34802,1005856,control,1,11800.0,msk,target_direct
